customer_id,name,age,gender,city,preferred_channel,loyalty_score,historical_engagement
C00130,William Garza,53,M,Muharraq,Email,0.92,50
C00131,Micheal Collins,30,M,Manama,App,0.1,64
C00132,David Scott,63,M,Riffa,App,0.91,96
C00133,Joan Stewart,19,F,Muharraq,Call,0.14,35
C00134,Mr. David Owens,37,F,Manama,Call,0.89,40
C00135,Daniel Vincent,38,F,Muharraq,Email,0.14,3
C00136,Aaron Dixon,26,M,Riffa,Email,0.57,62
C00137,Carla Powers,52,M,Riffa,SMS,0.97,56
C00138,Danielle Herring,39,M,Muharraq,Call,0.51,19
C00139,Miss Kayla Morrow,18,F,Riffa,Call,0.75,64
C00140,Alisha Williams,59,F,Riffa,SMS,0.42,63
C00141,Eric Snyder,63,F,Manama,App,0.36,12
C00142,Kristi Page,54,F,Muharraq,SMS,0.03,5
C00143,Gabriela Johnson,28,M,Muharraq,Call,0.85,56
C00144,Miranda Richardson,24,M,Riffa,Email,0.58,72
C00145,Jay Johnson,55,F,Muharraq,Email,0.74,11
C00146,Steven Guerrero,22,F,Manama,Email,0.46,68
C00147,Joseph Guerra,48,F,Isa Town,Call,0.27,82
C00148,Patricia Herring,37,M,Muharraq,App,0.05,1
C00149,Cindy Wallace,41,F,Isa Town,App,0.48,58
C00150,Donna Jones,50,F,Riffa,Email,0.99,91
C00151,Paul Sherman,34,F,Manama,Email,0.96,53
C00152,David Perry,63,F,Riffa,SMS,0.63,47
C00153,Hannah Pena,47,F,Isa Town,App,0.97,47
C00154,Debbie Russell,38,M,Muharraq,Email,0.79,2
C00155,James Taylor,63,F,Muharraq,App,0.49,59
C00156,Kayla Davis,51,M,Manama,Email,0.42,39
C00157,Connie Davis,39,F,Riffa,Call,0.4,66
C00158,Ashlee Bowen,36,F,Muharraq,Call,0.06,29
C00159,Daniel Campbell Jr.,23,F,Isa Town,SMS,0.1,70
C00160,Haley Brown,62,F,Riffa,App,0.82,11
C00161,Leslie Hernandez,53,F,Manama,Call,0.93,3
C00162,Theresa Paul,20,F,Isa Town,Call,0.16,100
C00163,Robert Miller,41,M,Manama,App,0.76,63
C00164,Allen Gonzales,23,F,Isa Town,App,0.28,42
C00165,Lynn Bennett,62,F,Manama,SMS,0.01,96
C00166,Eric Henson,63,F,Manama,App,0.54,94
C00167,Brittany Banks,64,M,Muharraq,App,0.04,15
C00168,Eric Bryan,59,M,Muharraq,SMS,0.92,1
C00169,Lori White,33,M,Manama,SMS,0.28,39
C00170,Zachary Gray,60,M,Manama,Email,0.84,83
C00171,Jesse King,63,F,Manama,Call,0.23,10
C00172,Jordan Munoz,61,M,Riffa,Email,0.19,27
C00173,Matthew Ward,23,M,Muharraq,App,0.1,73
C00174,James Lawrence,56,M,Isa Town,Email,0.9,79
C00175,Joshua Porter,44,F,Manama,SMS,0.7,42
C00176,Dana Lowery,55,F,Manama,Call,0.89,65
C00177,James Greene,47,F,Isa Town,Email,0.1,73
C00178,Cynthia Ruiz,39,M,Riffa,Email,0.41,10
C00179,Elaine Ray,20,M,Isa Town,Call,0.09,46
C00180,Erin Olsen,27,F,Riffa,SMS,0.36,39
C00181,Jerry Anderson,40,M,Muharraq,SMS,0.92,61
C00182,Larry Gomez,62,F,Isa Town,Call,0.58,51
C00183,Nicole Hayes,35,F,Isa Town,SMS,0.6,66
C00184,Jacob Hall,23,F,Manama,Call,0.66,76
C00185,Maureen Miller,47,M,Riffa,Call,0.47,82
C00186,Nathan Manning,25,M,Muharraq,App,0.62,56
C00187,Jean Farrell,33,M,Isa Town,Call,0.37,31
C00188,Kyle Patterson,20,M,Isa Town,Email,0.87,83
C00189,Tamara Hernandez,57,M,Muharraq,App,0.29,90
C00190,Katie Nolan,63,F,Isa Town,Call,0.54,19
C00191,Kim Taylor,26,F,Muharraq,Email,0.89,61
C00192,Joseph Holmes,49,F,Riffa,SMS,0.88,42
C00193,Marcus Cowan,38,F,Riffa,App,0.78,30
C00194,Lauren Ramirez,38,M,Manama,Email,0.85,99
C00195,Tracy Cooper,48,F,Riffa,SMS,0.73,99
C00196,Elizabeth Edwards,41,F,Riffa,Email,0.86,92
C00197,William Rodriguez,61,F,Muharraq,Email,0.53,5
C00198,Gregory Miller,45,M,Muharraq,Email,0.12,62
C00199,Noah Hood,27,F,Riffa,SMS,0.68,0
C00200,Krystal Perez,20,M,Muharraq,Call,0.98,86
C00201,Thomas Garcia,41,F,Manama,SMS,0.0,56
C00202,William Walker,46,F,Isa Town,SMS,0.06,0
C00203,Olivia Payne,32,F,Manama,Email,0.4,39
C00204,George Rhodes,49,M,Riffa,Call,0.91,73
C00205,Jared Smith,26,M,Riffa,Call,0.61,36
C00206,Ashley Snyder,49,M,Manama,Call,0.23,94
C00207,Joe Medina,41,F,Manama,Email,0.51,43
C00208,Shannon Torres,54,F,Muharraq,Call,0.82,63
C00209,Dr. Sharon Atkins,43,M,Manama,App,0.6,98
C00210,Melissa Ho,58,M,Muharraq,Email,0.23,44
C00211,Nathan Whitney,30,M,Muharraq,App,0.25,52
C00212,Jessica Mills,50,M,Isa Town,App,0.57,94
C00213,Ashlee Diaz,42,F,Isa Town,Email,0.08,86
C00214,Jason Brown,26,M,Riffa,Call,0.93,63
C00215,David Hernandez,55,M,Manama,Email,0.79,99
C00216,Daniel Harrington,21,F,Muharraq,Email,0.17,84
C00217,Lorraine Butler,47,F,Isa Town,Call,0.98,45
C00218,Andrea Davis,22,M,Riffa,Email,0.77,98
C00219,Adrian Welch,38,M,Muharraq,SMS,0.84,39
C00220,Nicole Flynn,30,M,Isa Town,Email,0.07,96
C00221,Ashley Young,25,M,Isa Town,Email,0.32,48
C00222,Susan Lopez,39,F,Riffa,Call,0.37,37
C00223,Russell Webster,54,M,Riffa,SMS,0.83,94
C00224,Christopher Santiago,64,F,Riffa,Call,0.78,2
C00225,Phillip Mosley,47,M,Muharraq,App,0.01,69
C00226,Donna Alexander,45,M,Isa Town,Email,0.25,56
C00227,Kelly Berg,18,F,Manama,App,0.38,71
C00228,Bryan Nguyen,28,M,Isa Town,Call,0.01,57
C00229,Gloria Rivera,65,M,Muharraq,App,0.87,29
C00230,Susan Callahan,42,M,Riffa,App,0.64,93
C00231,Megan Byrd,30,F,Riffa,Call,0.98,61
C00232,Amy Washington,19,M,Manama,SMS,0.78,69
C00233,Diana Ross,37,F,Isa Town,Email,0.63,83
C00234,Tasha Rhodes,48,F,Manama,App,0.33,36
C00235,Donna Boyle,25,F,Manama,App,0.71,16
C00236,Rebecca Young,38,F,Isa Town,Call,0.45,35
C00237,Tina Winters,18,M,Riffa,SMS,0.54,1
C00238,Brian Phillips,48,M,Isa Town,Call,0.99,62
C00239,Dawn Chavez,39,M,Isa Town,Email,0.8,9
C00240,Amy Rivera,32,F,Riffa,SMS,0.94,51
C00241,Robert Smith,57,M,Isa Town,Call,0.4,88
C00242,Jessica Brooks,34,M,Isa Town,App,0.11,71
C00243,Brittany Williams,53,F,Riffa,Email,0.62,31
C00244,Elizabeth Rodriguez,21,M,Muharraq,Call,0.1,96
C00245,Danielle Hill,37,M,Muharraq,SMS,0.15,18
C00246,Eric Perry,22,M,Manama,App,0.08,90
C00247,Jill Baker,31,M,Riffa,App,0.1,99
C00248,Kimberly Atkinson,55,M,Riffa,App,0.74,12
C00249,Stacy Morales,21,F,Muharraq,Call,0.68,11
C00250,Gary Cole,53,M,Isa Town,Email,0.86,42
C00251,Carl Wilson,34,M,Muharraq,App,0.9,49
C00252,Alexandria Baker,29,F,Manama,Call,0.73,56
C00253,Jennifer Jenkins,29,F,Isa Town,SMS,0.71,30
C00254,Christine Parks,31,F,Isa Town,Call,0.46,10
C00255,Roger Murphy,35,F,Isa Town,SMS,0.49,84
C00256,Justin Harris,24,F,Manama,App,0.58,50
C00257,Lauren Robinson,59,M,Isa Town,Email,0.92,21
C00258,Gerald Jones,60,F,Manama,Email,0.61,40
C00259,Timothy Patel,29,M,Muharraq,Email,0.09,98
C00260,Timothy Johnson,47,M,Riffa,SMS,0.14,31
C00261,Juan Williams,57,M,Manama,Email,0.19,13
C00262,Stephen Ramirez,20,M,Manama,Call,0.19,34
C00263,Amanda Torres,23,F,Riffa,Call,0.09,35
C00264,Philip Gordon,28,M,Isa Town,App,0.09,86
C00265,Todd Green,25,F,Muharraq,Email,0.58,9
C00266,Chloe Quinn,56,F,Muharraq,SMS,0.91,93
C00267,Katie Harper,49,F,Muharraq,App,0.31,48
C00268,Gloria Medina,64,F,Manama,App,0.42,44
C00269,Christopher Miller,30,F,Muharraq,SMS,0.71,53
C00270,Stephanie Doyle,18,M,Isa Town,SMS,0.22,26
C00271,Mary Benitez,51,F,Isa Town,Email,0.76,96
C00272,Julie Hernandez,48,F,Muharraq,Email,0.85,89
C00273,Daniel Miller,54,M,Muharraq,Email,0.33,33
C00274,Clinton Moore,53,F,Muharraq,Call,0.2,86
C00275,Deborah Ellison,31,M,Riffa,Email,0.35,15
C00276,Hannah Fisher,46,F,Manama,Call,0.35,48
C00277,Mr. Mark Nguyen,53,M,Riffa,Call,0.85,89
C00278,Patricia Carroll,54,M,Riffa,App,0.28,28
C00279,James Williams,48,M,Manama,App,0.81,15
C00280,Andrew Garrison,61,M,Riffa,SMS,0.23,30
C00281,Dr. Keith Taylor,20,M,Isa Town,SMS,0.81,26
C00282,Stephen Hammond,40,M,Isa Town,App,0.0,33
C00283,Morgan Cruz,39,F,Manama,SMS,0.48,95
C00284,Mrs. Lydia Molina,65,M,Riffa,App,0.59,26
C00285,Mr. Ronald Gonzalez,52,F,Riffa,App,0.92,10
C00286,Philip Matthews,20,M,Isa Town,App,0.75,26
C00287,Sandra Torres,40,F,Muharraq,App,0.03,90
C00288,Tyler Carter,34,F,Muharraq,SMS,0.72,26
C00289,Jeremiah Ellis,37,F,Riffa,SMS,0.29,18
C00290,Robert Diaz,46,F,Riffa,Email,0.92,35
C00291,James Mccoy,35,M,Isa Town,Email,0.53,80
C00292,James Martin,19,F,Manama,Call,0.66,37
C00293,Mary Lewis,46,F,Isa Town,SMS,0.05,1
C00294,Jennifer Brooks,26,M,Riffa,Email,0.35,17
C00295,Kathleen Knight,56,F,Riffa,Email,0.09,49
C00296,Lisa Jacobs,23,F,Isa Town,Call,0.54,85
C00297,Christine Murphy,65,M,Muharraq,Call,0.45,24
C00298,Courtney Williams,50,F,Riffa,Call,0.52,36
C00299,Angela Thomas,47,F,Muharraq,App,0.41,30
C00300,Brittany Anderson,21,M,Riffa,Call,0.27,35
C00301,Elizabeth Park,61,F,Riffa,SMS,0.23,44
C00302,Whitney Ramirez,48,F,Isa Town,Email,0.14,12
C00303,Daniel Ford,49,M,Isa Town,Email,0.76,35
C00304,Colleen Smith,20,M,Manama,Email,0.99,66
C00305,Linda Roberts,64,M,Muharraq,Email,0.56,6
C00306,Christopher Hall,27,M,Riffa,Call,0.44,88
C00307,Susan Liu,38,M,Riffa,App,0.01,79
C00308,Jill Henderson,39,F,Isa Town,Email,0.6,32
C00309,Brittany Willis,22,F,Muharraq,Call,0.14,20
C00310,Julia Harris,57,M,Muharraq,Call,0.23,77
C00311,Christian Peters,45,F,Riffa,Email,0.95,8
C00312,Angel Graham,23,F,Riffa,Email,0.18,56
C00313,Jason Patton,60,M,Muharraq,Call,0.94,54
C00314,Denise Avila MD,28,M,Manama,Call,0.61,24
C00315,Nicholas Gallagher,65,F,Isa Town,Call,0.88,33
C00316,Tina Clarke MD,42,F,Muharraq,SMS,0.74,10
C00317,Angela Keith,27,M,Riffa,SMS,0.59,46
C00318,Anthony Martinez,25,F,Riffa,SMS,0.39,64
C00319,Tina Cox,22,M,Manama,App,0.28,72
C00320,Keith Lucas,27,F,Muharraq,Email,0.66,14
C00321,Joshua Stewart,57,M,Muharraq,Call,0.52,33
C00322,Carolyn Greene,46,F,Isa Town,Email,0.38,97
C00323,Amber Perry,53,M,Riffa,Call,0.95,12
C00324,Ethan Sanchez,49,M,Muharraq,Call,0.88,20
C00325,Craig Barajas,43,M,Riffa,Call,0.7,25
C00326,Robert Houston,30,F,Riffa,App,0.73,84
C00327,Kevin Hodge,20,F,Riffa,Call,0.6,45
C00328,Brian Silva,65,M,Manama,Email,0.3,100
C00329,Courtney Taylor,50,M,Isa Town,SMS,0.18,60
C00330,Angela White,24,M,Riffa,SMS,0.51,10
C00331,Mary Arias MD,63,F,Muharraq,Call,0.54,30
C00332,Janet Nguyen,31,F,Manama,App,0.82,82
C00333,Richard Smith,47,F,Manama,Email,0.79,39
C00334,Gilbert Hamilton,24,M,Riffa,Email,0.96,97
C00335,Robert Craig,54,F,Manama,Call,0.07,60
C00336,Holly Gilmore,20,M,Riffa,App,0.51,35
C00337,Matthew Bartlett,39,F,Riffa,App,0.53,52
C00338,Nicholas Dennis,31,M,Muharraq,App,0.07,22
C00339,David Norris,59,F,Manama,App,0.15,87
C00340,Rebecca Young,49,F,Manama,Call,0.41,64
C00341,Joshua Wolf,48,M,Manama,Email,0.37,33
C00342,Brett Lopez,49,M,Riffa,SMS,0.36,34
C00343,Kevin Evans,40,F,Muharraq,SMS,0.3,21
C00344,Katherine Moran,40,F,Isa Town,Call,0.89,37
C00345,Amber Johnson,33,M,Muharraq,Call,0.93,22
C00346,Michael Navarro,61,F,Muharraq,Call,0.1,23
C00347,Pamela Green,58,F,Isa Town,App,0.34,79
C00348,David Jones,37,M,Riffa,Call,0.73,62
C00349,Frank Johnson,36,F,Riffa,App,0.41,12
C00350,Mary Ward,30,M,Isa Town,Call,0.28,13
C00351,Chelsea Davis,38,M,Manama,Call,0.66,37
C00352,Jamie Collins,52,F,Isa Town,Call,0.48,28
C00353,Margaret Delacruz,38,M,Muharraq,SMS,0.98,93
C00354,Sarah Brown,27,M,Riffa,SMS,0.61,25
C00355,Brian Riggs,43,M,Riffa,Email,0.15,67
C00356,Catherine Smith,51,M,Manama,Email,0.42,60
C00357,James Ward,56,M,Manama,SMS,0.21,46
C00358,Jeffrey Lee,63,M,Manama,App,0.46,12
C00359,Mrs. Ashley Chavez,30,M,Manama,App,0.33,21
C00360,Renee Snyder,31,F,Isa Town,SMS,0.03,2
C00361,Brenda West,32,F,Muharraq,Call,0.37,53
C00362,Rhonda Erickson,21,M,Riffa,Email,0.54,31
C00363,Jennifer Peterson,49,M,Manama,App,1.0,47
C00364,Matthew Cruz,38,M,Isa Town,App,0.3,35
C00365,Austin Evans,48,F,Isa Town,App,0.9,11
C00366,Jacob Wilkinson,56,F,Muharraq,SMS,0.69,9
C00367,Dwayne Chambers,39,M,Isa Town,SMS,0.6,34
C00368,Brianna Nelson,63,M,Muharraq,SMS,0.7,25
C00369,Troy Chung,32,F,Riffa,SMS,0.3,10
C00370,Matthew Todd,30,M,Isa Town,Call,0.06,36
C00371,Nancy Orozco,31,M,Manama,Email,0.31,93
C00372,Justin Mason,30,F,Muharraq,Call,0.49,94
C00373,Joanna Robinson,46,F,Isa Town,Call,0.99,49
C00374,Michael Carey,44,F,Muharraq,Email,0.93,25
C00375,Jessica Wilson,29,F,Manama,App,0.23,60
C00376,Catherine Clay,35,F,Riffa,Call,0.13,92
C00377,Mrs. Sharon Hall DVM,58,F,Isa Town,App,0.46,18
C00378,Scott Rice,33,M,Muharraq,SMS,0.78,28
C00379,Kevin Sullivan,38,M,Manama,SMS,0.33,92
C00380,Mike Coleman,28,F,Isa Town,SMS,0.74,77
C00381,Michael Chapman,52,F,Muharraq,SMS,0.15,61
C00382,Roy Wyatt,60,F,Manama,Email,0.26,78
C00383,Alison Cline,42,F,Manama,App,0.43,61
C00384,Anthony Guzman,41,M,Riffa,SMS,0.11,74
C00385,Dana Anderson,32,F,Manama,Email,0.79,6
C00386,Donald Morgan,60,M,Isa Town,App,0.85,47
C00387,Carol Mann,30,F,Riffa,Email,0.96,9
C00388,Amy Potts,18,M,Muharraq,Call,0.81,26
C00389,Melanie Townsend,39,M,Muharraq,App,0.9,49
C00390,Christopher Smith,21,M,Riffa,Call,0.9,42
C00391,James Miller,40,M,Manama,SMS,0.45,51
C00392,Sandra Alvarez,34,M,Muharraq,Call,0.77,11
C00393,Jessica Anderson,29,F,Manama,SMS,0.59,96
C00394,Melissa Simon,53,F,Muharraq,Email,0.14,36
C00395,Kelly Lucero,47,M,Riffa,Email,0.45,41
C00396,Tina Dennis,63,M,Muharraq,SMS,0.3,77
C00397,Bailey Ramirez,62,M,Isa Town,Email,0.87,46
C00398,Timothy Young,60,F,Manama,Call,0.5,38
C00399,James Jordan,37,M,Muharraq,Call,0.38,97
C00400,Henry Lee MD,29,F,Muharraq,Call,0.67,16
C00401,Travis Andrews,54,F,Muharraq,Email,0.86,44
C00402,Gail Walton,21,F,Riffa,Email,0.9,7
C00403,Jennifer Smith,45,M,Muharraq,SMS,0.6,23
C00404,Steve Black,59,M,Muharraq,SMS,0.77,13
C00405,Joel Morales,30,M,Muharraq,Call,0.42,15
C00406,Bianca Martinez,63,F,Isa Town,App,0.77,34
C00407,Dorothy Stone,43,M,Riffa,App,0.0,95
C00408,Dawn Willis,58,M,Isa Town,App,0.82,39
C00409,David Richard,60,F,Riffa,Call,0.79,19
C00410,Angela Walker,55,M,Riffa,App,0.45,29
C00411,John Hughes,38,F,Manama,Email,0.43,5
C00412,Sarah Boyd,64,F,Isa Town,App,0.42,67
C00413,Amanda Miller,30,F,Muharraq,Call,0.62,71
C00414,Stacy Austin,62,M,Manama,Email,0.69,94
C00415,Nancy Goodman,37,F,Muharraq,SMS,0.24,47
C00416,Henry Gonzales,25,M,Isa Town,App,0.75,90
C00417,Kimberly Huerta,53,F,Riffa,SMS,0.91,55
C00418,Grant Arnold,44,M,Manama,Email,0.91,90
C00419,Steven Hunt,54,M,Riffa,SMS,0.14,30
C00420,Nicole Mcdaniel,41,F,Manama,Call,0.64,3
C00421,Brandon Smith,62,F,Muharraq,SMS,0.79,40
C00422,Jennifer Rogers,29,F,Isa Town,App,0.32,53
C00423,Kelly Deleon,65,F,Isa Town,Email,0.54,5
C00424,James Silva,38,F,Riffa,SMS,0.73,24
C00425,Lucas Clark,60,M,Muharraq,Email,0.7,31
C00426,Mr. Michael Wilson,23,M,Riffa,Call,0.62,67
C00427,Grace Wise,61,M,Riffa,SMS,0.5,78
C00428,Tammy Martinez DDS,58,M,Riffa,App,0.1,4
C00429,Lee Smith,36,F,Isa Town,Email,0.63,93
C00430,Katherine Martinez,55,F,Riffa,Email,0.5,64
C00431,Meghan Chandler,29,F,Riffa,Call,0.35,43
C00432,Annette Jordan,39,F,Riffa,App,0.64,57
C00433,Amy Sullivan,28,F,Manama,App,0.88,99
C00434,Stacie Chaney,47,F,Riffa,Call,0.78,41
C00435,Richard Douglas,51,F,Manama,SMS,0.64,91
C00436,Daniel Brewer,42,F,Manama,Call,0.66,36
C00437,Dawn Lee,20,F,Manama,App,0.05,74
C00438,Jessica Villarreal,50,M,Riffa,SMS,0.6,13
C00439,Sean Rogers,31,F,Manama,Call,0.28,100
C00440,Brandon Clarke,44,M,Riffa,Email,0.06,8
C00441,Jessica Bishop,62,F,Manama,Email,0.14,88
C00442,Michael Villarreal,25,F,Muharraq,SMS,0.1,4
C00443,Laura Chavez,18,M,Riffa,Call,0.95,83
C00444,Alicia Walsh,23,F,Manama,Call,0.92,15
C00445,Joseph Sheppard,45,M,Isa Town,Email,0.58,72
C00446,Rodney Bates,29,F,Manama,Email,0.22,67
C00447,Lori Miller,63,F,Manama,Call,0.95,43
C00448,Kari Orozco,60,M,Manama,Call,0.79,51
C00449,Mark Scott,56,F,Isa Town,SMS,0.95,1
C00450,Jill Hayes,24,F,Manama,Email,0.35,48
C00451,Sean Schroeder,48,F,Riffa,App,0.19,3
C00452,Anne Steele,35,M,Isa Town,Email,0.68,20
C00453,Donna Schultz,38,M,Manama,Call,0.14,14
C00454,Melanie Hancock,43,F,Isa Town,Email,0.88,92
C00455,Kyle Abbott,65,M,Riffa,App,0.39,68
