customer_id,name,account_type,balance_bhd,join_date
CF00142,Adam Hester,Savings,43306.74,2025-02-06
CF00143,Debra Lopez,Savings,14265.09,2022-10-24
CF00144,Larry Allen,Checking,32653.88,2021-04-28
CF00145,Rachel Cook,Savings,18324.22,2024-11-06
CF00146,Anna Chambers,Business,18278.77,2024-01-14
CF00147,David Garcia,Checking,2483.48,2022-03-20
CF00148,Amber Gray,Savings,32964.67,2021-07-29
CF00149,Johnathan Sullivan,Checking,41087.15,2023-05-08
CF00150,Olivia Perez,Savings,18592.04,2024-03-18
CF00151,James Mays,Savings,37270.42,2022-01-04
CF00152,Nancy Thompson,Business,2842.02,2025-07-12
CF00153,Andrew Thomas,Savings,37298.12,2016-02-16
CF00154,Paul Smith,Savings,9345.66,2020-09-01
CF00155,Savannah Rogers DDS,Checking,30303.5,2015-12-07
CF00156,Christopher Watson,Business,19644.1,2025-07-01
CF00157,James Weaver,Checking,7537.24,2023-12-17
CF00158,Steven Collins,Checking,39902.46,2018-02-13
CF00159,Lindsey Hayes MD,Checking,46470.09,2016-07-15
CF00160,Justin Scott,Savings,29380.04,2017-11-14
CF00161,Makayla Rogers,Business,31690.43,2023-12-24
CF00162,Samantha Dodson,Business,3519.56,2016-10-20
CF00163,Makayla Fox,Savings,35566.51,2016-01-26
CF00164,Tyler King,Savings,12000.88,2025-02-24
CF00165,Amanda Martin,Savings,25531.97,2022-11-12
CF00166,Teresa Carter,Savings,24079.95,2018-09-14
CF00167,Jillian Whitaker,Savings,1132.99,2021-08-17
CF00168,William Hunter,Business,30267.11,2016-10-18
CF00169,Zachary Williams,Checking,12517.54,2016-06-29
CF00170,Connie Hawkins,Checking,49189.16,2024-02-05
CF00171,Robert Dunn,Checking,22148.36,2019-05-16
CF00172,Bradley Powers,Checking,31889.0,2021-04-30
CF00173,Albert Clark,Checking,34252.54,2016-12-28
CF00174,Cameron Frederick,Checking,18319.74,2017-07-12
CF00175,Linda Nguyen,Checking,15252.06,2023-12-13
CF00176,Tracy Ford,Business,9832.98,2021-01-29
CF00177,Taylor Jackson,Business,7341.34,2018-04-21
CF00178,Mia Hobbs,Checking,860.28,2025-02-08
CF00179,Nichole Ramirez,Business,15624.85,2025-08-13
CF00180,Michelle Andrews,Savings,7369.88,2022-11-07
CF00181,Jean Shaffer,Checking,48211.47,2025-07-21
CF00182,Kelly Velez,Business,32414.77,2022-02-08
CF00183,Kathleen Howell,Savings,25265.27,2021-02-22
CF00184,Donna Reynolds,Savings,9619.97,2019-08-10
CF00185,Jeffrey Brown,Savings,45881.7,2015-11-05
CF00186,Alison Brady,Business,10547.84,2016-10-22
CF00187,Alyssa Patterson,Business,19674.76,2020-09-29
CF00188,Michael Wade,Savings,36145.77,2017-10-18
CF00189,Michael Wright,Savings,14741.46,2020-02-02
CF00190,Angela Mahoney,Checking,37377.37,2022-08-10
CF00191,Mary Anderson,Business,17956.97,2016-10-31
CF00192,Angela Bailey,Checking,43549.78,2017-07-25
CF00193,Brian Jones,Savings,888.42,2021-07-08
CF00194,Jared Shepherd,Savings,19026.05,2017-08-03
CF00195,Brittany Pitts,Savings,11165.49,2021-09-20
CF00196,Marcus Jackson DDS,Savings,40389.29,2022-05-11
CF00197,Brian Carey,Savings,337.53,2017-08-22
CF00198,Samuel Mcclure,Savings,21503.52,2022-01-28
CF00199,Scott Frazier,Business,4820.12,2025-09-10
CF00200,Kathleen Robinson,Savings,32056.42,2017-07-27
CF00201,Randy Mata,Savings,4830.62,2023-11-22
CF00202,Brian Curtis,Savings,43194.52,2019-11-28
CF00203,Matthew Greene,Savings,43459.53,2021-11-27
CF00204,Stefanie Robinson,Business,21333.63,2022-10-09
CF00205,Kenneth Brown,Business,30934.2,2025-04-01
CF00206,Erica Oliver,Checking,36677.34,2025-02-20
CF00207,Timothy Moody,Business,21658.14,2016-12-04
CF00208,Kevin Escobar,Savings,11740.74,2017-10-21
CF00209,Matthew Rogers,Checking,5500.9,2024-06-01
CF00210,Steven Little,Checking,26120.63,2024-11-25
CF00211,Erin Powers,Savings,14577.74,2016-05-29
CF00212,Mackenzie Johnson,Business,40001.81,2021-02-20
CF00213,Diane Neal,Business,18686.27,2024-06-24
CF00214,Julie Parker,Business,2414.93,2021-08-30
CF00215,Sheri Peters,Savings,23472.73,2022-07-14
CF00216,Karen Bridges,Checking,40070.83,2017-09-28
CF00217,Crystal Riley,Savings,10692.34,2020-01-20
CF00218,Tammy Hughes,Savings,11601.01,2024-09-21
CF00219,Bernard Mcknight,Business,42369.82,2021-10-06
CF00220,Madison Watson,Savings,10298.19,2025-07-02
CF00221,Carrie Banks,Business,37363.56,2020-08-06
CF00222,Donna Jones,Savings,47823.78,2024-02-14
CF00223,Brian Clarke,Checking,12013.93,2018-10-12
CF00224,Shannon Reeves,Business,9601.58,2018-01-29
CF00225,Mitchell Thomas,Savings,11937.71,2020-07-19
CF00226,Edward Nolan,Checking,9613.67,2016-06-10
CF00227,David Rodgers,Business,4971.89,2018-12-18
CF00228,Kyle Rodriguez,Checking,49776.34,2022-06-06
CF00229,Angela Harper,Business,18834.14,2018-02-18
CF00230,Kristina Robinson,Checking,24485.35,2020-04-07
CF00231,Holly Holland,Checking,13605.56,2023-10-26
CF00232,Austin Berger,Savings,38887.02,2022-02-10
CF00233,Stephanie Robertson,Savings,44950.45,2016-10-15
CF00234,Jill Finley,Checking,5202.48,2015-12-06
CF00235,Linda Schwartz,Checking,44123.0,2020-07-29
CF00236,George Caldwell,Business,43732.51,2019-10-22
CF00237,Linda Martin,Business,11943.72,2019-01-13
CF00238,Alicia Harvey,Business,25239.84,2017-11-17
CF00239,Christopher Myers,Business,48930.08,2020-05-04
CF00240,Jessica Adams,Savings,37379.33,2020-01-14
CF00241,Bernard Jones,Checking,27708.08,2025-01-18
CF00242,Gerald Bullock,Checking,27390.95,2017-01-08
CF00243,Stacie Crawford,Business,2491.03,2020-08-01
CF00244,Paul Moran,Business,11775.25,2023-06-15
CF00245,Patrick Fuentes,Checking,36220.01,2017-12-20
CF00246,Bruce Gentry,Savings,20819.14,2021-06-19
CF00247,Robert Black,Checking,639.54,2018-01-14
CF00248,Hayley Hickman,Business,14117.65,2023-01-01
CF00249,Michelle Johnson,Business,7762.21,2021-06-01
CF00250,Ms. Kristin Johnson,Savings,33384.2,2020-10-27
CF00251,Jessica Vargas,Business,10942.69,2018-06-13
CF00252,Thomas Mccormick,Business,36678.73,2022-01-07
CF00253,Michael Thompson,Savings,3487.31,2024-02-09
CF00254,Betty Williams,Checking,31271.85,2017-07-21
CF00255,Kari Richardson,Savings,33260.74,2024-08-17
CF00256,David Navarro,Savings,49180.89,2021-01-14
CF00257,Robin Lee,Checking,10718.76,2023-10-27
CF00258,Jacob Harper,Checking,43904.12,2017-09-03
CF00259,Gary Salinas,Savings,39231.38,2016-04-30
CF00260,Luis Miller,Business,18247.41,2024-07-16
CF00261,Susan James,Business,49166.1,2025-09-22
CF00262,Sheila Evans,Business,605.06,2023-02-03
CF00263,April Williams,Checking,47762.8,2016-01-24
CF00264,Leslie Reynolds,Business,39716.37,2022-09-11
CF00265,Rachel Smith,Savings,37828.08,2019-09-25
CF00266,Chad Hunter,Savings,47416.27,2025-02-06
CF00267,Lisa Newman,Checking,2616.55,2017-09-27
CF00268,Richard Lee,Business,24099.22,2022-11-11
CF00269,Dan Mccormick,Business,33106.69,2021-06-25
CF00270,Jose Wright,Business,40115.41,2023-03-31
CF00271,Christine Miller,Business,31908.52,2022-04-14
CF00272,Melissa Davis,Savings,7063.5,2021-04-23
CF00273,Maria Quinn,Checking,35316.49,2023-04-24
CF00274,Kelly Bryant,Savings,44107.09,2018-09-18
CF00275,Robyn Hudson,Savings,39822.12,2023-12-14
CF00276,Chad Fox,Savings,29972.34,2016-03-04
CF00277,John Horton,Business,17990.85,2016-12-08
CF00278,Sandra Christensen,Business,13895.77,2024-11-14
CF00279,Miranda Brown,Checking,35543.86,2022-08-18
CF00280,Chelsea Freeman,Business,47927.28,2023-05-18
CF00281,James Miller,Savings,7107.76,2019-02-09
CF00282,Alyssa Johnson,Savings,17377.09,2016-06-30
CF00283,Charles Griffin,Savings,38649.0,2016-06-28
CF00284,Timothy Costa,Checking,35868.55,2016-07-16
CF00285,Wayne Coleman,Checking,27795.11,2022-11-10
CF00286,Carlos Mcpherson,Savings,12222.28,2020-06-28
CF00287,Scott Chen,Business,46965.64,2020-01-19
CF00288,Roberto Haynes,Checking,9779.58,2022-03-11
CF00289,Heidi Farrell,Savings,17341.27,2023-01-23
CF00290,Emily Young,Business,17144.83,2016-05-06
CF00291,Anthony Austin,Business,35600.37,2024-03-09
CF00292,Timothy Johnson,Business,38562.88,2018-05-27
CF00293,Stephanie Edwards,Savings,6467.05,2022-08-12
CF00294,Mackenzie Stewart,Savings,35413.87,2024-01-27
CF00295,Annette Velazquez,Checking,17547.15,2025-02-16
CF00296,Nicole Hatfield,Checking,22363.36,2016-02-03
CF00297,Jack Miller Jr.,Savings,29537.32,2017-09-01
CF00298,Juan Taylor,Checking,19548.65,2025-04-03
CF00299,Jimmy Garcia,Business,35985.21,2024-03-14
CF00300,Nicole Hernandez,Checking,49113.85,2024-01-26
CF00301,Latoya Williams,Savings,23758.16,2015-11-04
CF00302,Jamie Salazar,Checking,18247.84,2024-12-31
CF00303,Stephanie Oneal,Savings,2374.97,2022-01-09
CF00304,Melissa Pierce,Savings,9892.9,2018-12-10
CF00305,Christine Brown,Checking,2804.28,2021-02-09
CF00306,Jennifer Houston,Business,43827.97,2021-09-18
CF00307,Susan Brown,Checking,19481.58,2022-04-08
CF00308,Mark Buchanan,Business,8093.62,2017-08-01
CF00309,Jill Davis,Business,19664.19,2020-12-19
CF00310,Crystal Adams,Savings,23398.73,2024-09-14
CF00311,Andrew Robinson,Checking,3093.78,2020-10-11
CF00312,Laura Wells,Business,22654.69,2017-12-17
CF00313,Shelly Jones,Checking,49183.15,2017-08-12
CF00314,Katherine Holmes,Savings,33402.72,2018-11-28
CF00315,Ryan Pham,Savings,28233.59,2018-02-20
CF00316,Jessica Wu,Savings,35748.96,2021-05-05
CF00317,Julie Jennings,Business,36097.77,2021-07-31
CF00318,Elizabeth Fernandez,Checking,45072.31,2015-10-12
CF00319,Austin Rose,Business,1983.17,2024-06-15
CF00320,Allen Craig,Savings,17493.97,2025-07-29
CF00321,James Jones,Savings,28675.1,2023-05-03
CF00322,Sean Vasquez,Business,6039.39,2016-09-23
CF00323,Monica Wilson,Savings,19683.25,2024-02-26
CF00324,Ryan Wagner,Checking,47070.84,2019-01-22
CF00325,Jacob Freeman,Checking,27782.96,2017-04-29
CF00326,Nathan Smith,Savings,25594.8,2021-06-08
CF00327,Megan Walton,Savings,16298.63,2018-08-19
CF00328,Clinton Palmer,Checking,10290.86,2024-06-30
CF00329,Dr. Michael Harrison,Checking,21404.62,2024-02-07
CF00330,James Campbell,Business,15279.57,2024-08-08
CF00331,Michael Lloyd,Business,25505.43,2015-12-16
CF00332,Scott Jimenez,Savings,22696.26,2023-06-06
CF00333,Donna Rogers,Business,33079.07,2017-06-28
CF00334,Isaiah Gonzalez,Business,11643.74,2019-06-09
CF00335,Susan Wilson,Checking,2060.09,2024-09-20
CF00336,Ashley Greene,Business,1090.93,2024-03-15
CF00337,Nicole Ortiz,Savings,43563.3,2021-01-27
CF00338,Stacy Peterson,Business,13193.29,2024-02-09
CF00339,Laura Nielsen,Savings,40818.95,2019-04-01
CF00340,Brandon Sharp,Checking,4147.38,2020-05-22
CF00341,Nicholas Mendoza,Business,4706.9,2021-09-01
CF00342,Dawn Gonzalez,Business,4069.39,2020-01-19
CF00343,Robin Brown,Savings,20040.92,2022-12-27
CF00344,James Wells,Business,471.82,2018-07-11
CF00345,Christopher Sanchez,Savings,23398.99,2020-11-15
CF00346,Amber Wong,Business,43137.69,2024-06-04
CF00347,Christopher Allen,Checking,12970.53,2020-06-14
CF00348,Michael Martinez,Checking,7119.88,2020-03-29
CF00349,Keith Burns,Savings,13830.18,2016-02-10
CF00350,Christina Smith,Checking,22047.0,2021-10-12
CF00351,Jacob Lopez,Checking,23463.24,2017-01-14
CF00352,Christopher Pacheco,Checking,34998.61,2015-09-29
CF00353,Theresa Hernandez,Checking,32207.81,2022-08-26
CF00354,Ashley Williams,Business,16187.63,2017-07-14
CF00355,Destiny Parker,Savings,44247.37,2024-10-01
CF00356,Eddie Shaw,Savings,28040.9,2020-08-06
CF00357,Jason Watts,Business,20087.44,2020-03-12
CF00358,Sandra Richardson,Savings,7901.97,2018-06-28
CF00359,Veronica Brown,Business,41600.23,2022-12-04
CF00360,Laura Rice,Savings,3314.2,2022-08-19
CF00361,David Ferguson,Savings,28625.84,2025-06-20
CF00362,Charles Martin,Savings,13439.95,2021-10-22
CF00363,Jennifer Moore,Business,40899.03,2020-09-26
CF00364,Stephanie Osborne,Checking,33773.66,2017-03-20
CF00365,Jane Sosa,Savings,10593.07,2018-10-12
CF00366,Marcus Campbell,Savings,29058.03,2017-03-07
CF00367,Amanda Hughes,Savings,11695.09,2023-11-15
CF00368,Debra Livingston,Checking,10754.41,2016-12-29
CF00369,Dominic Nelson,Savings,49010.19,2019-06-21
CF00370,Aaron Gutierrez,Savings,260.59,2019-01-07
CF00371,Margaret Howard,Business,5479.49,2019-06-15
CF00372,Katelyn Friedman,Checking,33926.54,2018-09-22
CF00373,Nicole Martinez,Savings,15874.53,2021-06-07
CF00374,Jessica Ward,Checking,9402.52,2017-09-01
CF00375,Jessica Adams,Savings,15487.61,2018-10-02
CF00376,John Griffith,Checking,39297.09,2021-11-13
CF00377,Carol Knox,Savings,25675.96,2017-01-27
CF00378,Melissa Wyatt,Business,13337.17,2025-01-24
CF00379,Mr. Marcus Sanchez DDS,Savings,8907.78,2018-11-13
CF00380,Nathaniel Moore,Checking,5649.22,2023-08-27
CF00381,David Hill,Business,37446.42,2023-09-02
CF00382,Sara Ward,Business,23660.27,2019-05-27
CF00383,Shannon Hunt,Business,12311.19,2024-10-25
CF00384,Steve Faulkner,Business,9933.06,2015-11-14
CF00385,Chris Harrison,Savings,46963.15,2017-08-22
CF00386,Erika Farmer,Checking,4642.13,2017-06-26
CF00387,Darren Coleman,Business,24642.94,2019-07-30
CF00388,Jason Lindsey,Savings,14659.94,2015-11-20
CF00389,Jesse Adams,Checking,48852.15,2021-06-23
CF00390,Sara Dixon,Checking,41214.42,2021-01-01
CF00391,Marco Davis,Savings,13975.8,2016-10-27
CF00392,Tommy Jones,Checking,28356.65,2017-11-29
CF00393,Justin Preston,Business,6695.19,2023-12-09
CF00394,Kevin Harris,Checking,30637.94,2018-05-01
CF00395,Kenneth Mcclure,Savings,34399.49,2016-09-23
CF00396,Dr. Rachel Gonzalez,Business,22984.54,2022-09-09
CF00397,Mark Miles,Savings,23601.25,2021-03-09
CF00398,David Ward,Business,1199.83,2021-02-18
CF00399,Robert Williams,Checking,42577.25,2016-10-31
CF00400,Richard Chandler,Savings,35077.24,2022-01-14
CF00401,Peter Jackson,Business,43285.61,2023-10-17
CF00402,Felicia Williamson,Business,15225.14,2021-06-09
CF00403,Scott Walter,Checking,32952.44,2015-12-23
CF00404,Michelle West,Business,38668.05,2023-05-13
CF00405,Patrick Burton,Checking,48729.11,2019-05-25
CF00406,Manuel Macdonald,Savings,25641.72,2022-08-24
CF00407,Michael Gould,Business,47065.33,2015-10-30
CF00408,Morgan Dickerson,Business,7641.16,2021-10-21
CF00409,Joan Lyons,Checking,48329.06,2015-12-24
CF00410,Maria Medina,Checking,20293.03,2025-03-09
CF00411,Cody Wheeler,Savings,21261.91,2021-03-09
CF00412,Robert Miller,Checking,38361.17,2022-02-27
CF00413,Daniel Harris,Business,38065.64,2016-01-12
CF00414,Phyllis Powell,Savings,16623.01,2025-07-16
CF00415,Brent Jones,Business,7241.0,2023-07-16
CF00416,Lauren Snyder,Business,19400.07,2020-10-29
CF00417,Joel Davis,Savings,21688.11,2017-11-10
CF00418,Lauren Brown,Business,23998.34,2016-02-21
CF00419,William Walls,Savings,9299.31,2016-12-12
CF00420,Latasha Robertson,Savings,44384.31,2016-06-13
CF00421,Margaret Thomas,Savings,7577.41,2022-01-13
CF00422,Gregory Cochran,Business,26938.26,2021-01-11
CF00423,Stephen Johnson,Savings,44741.31,2020-12-04
CF00424,Joan Morgan,Checking,31299.67,2017-02-10
CF00425,Eddie Zhang,Savings,48304.95,2020-12-26
CF00426,Karen Lawson,Business,44919.19,2022-04-04
CF00427,Leah Rojas,Business,20275.62,2021-08-28
CF00428,William Brewer,Savings,39997.95,2019-12-29
CF00429,Karen Bell,Business,15827.09,2021-03-06
CF00430,Meghan Brown,Checking,4276.76,2017-01-17
CF00431,Jared Gould,Business,3445.47,2017-09-14
CF00432,Jennifer Lopez,Business,41126.36,2024-03-29
CF00433,Melanie Bowen,Checking,17695.82,2021-10-08
CF00434,Daniel Howard,Checking,37837.4,2024-09-05
CF00435,Samantha Coleman,Business,9610.2,2019-03-21
CF00436,Patrick Duke,Checking,24302.32,2021-04-28
CF00437,Kyle Jackson,Business,30523.85,2023-08-14
CF00438,Jose Farley,Savings,2565.13,2025-09-04
CF00439,Oscar Douglas,Savings,43034.86,2016-01-30
CF00440,Rachel Ward,Checking,46863.47,2019-12-22
CF00441,Tom Kim,Business,10190.65,2018-12-31
CF00442,Gary Massey,Savings,43514.88,2019-11-04
CF00443,Vincent Ortiz,Business,32046.92,2022-07-06
CF00444,Ryan Ross,Checking,37358.86,2020-05-06
CF00445,Elizabeth Erickson,Business,21293.07,2023-07-13
CF00446,Ashley Hall,Savings,17295.82,2016-03-02
CF00447,William Durham,Savings,43692.4,2017-12-04
CF00448,Aaron Smith,Business,25133.63,2016-07-11
CF00449,Mary Castaneda,Business,30841.28,2016-02-14
CF00450,Kayla Francis,Checking,39198.14,2025-06-04
CF00451,Michael Burton,Business,23308.84,2016-11-04
CF00452,Claire Lopez,Business,20659.4,2017-11-30
CF00453,Darryl Evans,Checking,2224.28,2017-03-11
CF00454,Janet Chen,Checking,30238.26,2021-01-08
CF00455,Susan Clark,Business,30268.76,2024-06-23
CF00456,Faith Becker,Business,30541.21,2021-03-04
CF00457,Tanya Tran,Savings,39657.05,2018-06-27
CF00458,Anne Mills,Business,1042.55,2023-03-23
CF00459,Amy Wade,Checking,2938.56,2016-07-29
CF00460,Melissa Dunn,Business,48192.96,2019-08-30
CF00461,William Kane,Savings,44051.83,2019-08-01
CF00462,Maria Barnett,Business,15040.48,2025-04-29
CF00463,David Lamb,Checking,3675.23,2019-01-23
CF00464,Anthony Anderson,Savings,35939.12,2015-10-09
CF00465,Wendy Tyler,Savings,37449.95,2016-01-06
CF00466,James Jones Jr.,Checking,45288.37,2022-07-24
CF00467,Bradley Brown,Savings,29498.46,2023-02-10
CF00468,Megan Walsh,Checking,42390.57,2023-10-15
CF00469,Rachel Powell,Savings,14317.63,2025-07-30
CF00470,Steven Ayala,Business,40470.91,2024-09-09
CF00471,Juan Mccall,Savings,10212.01,2020-05-12
CF00472,Adam Blevins,Business,10474.57,2016-11-06
CF00473,Phillip Villa,Savings,27755.63,2025-03-10
CF00474,Kathryn Valencia,Business,35227.24,2022-09-02
CF00475,Jennifer Serrano,Savings,26174.81,2019-03-09
CF00476,Kimberly Torres,Business,47870.17,2016-07-15
CF00477,Diana Howell,Business,29758.01,2016-02-05
CF00478,Debra Harrison,Business,14870.17,2020-03-01
CF00479,Amy Garcia,Business,46413.85,2025-02-23
CF00480,Brian Banks,Checking,39822.06,2022-04-18
CF00481,Billy Burns,Savings,8822.63,2023-07-27
CF00482,Jennifer Costa,Savings,43896.11,2017-03-03
CF00483,Eric Lewis DVM,Business,43821.52,2016-03-19
